essay_id_num,Student_ID,course_discipline,Upload_survey_Q1,Upload_survey_Q2,Upload_survey_Q3,Upload_survey_Q4,Upload_survey_Q5,Ufeat_system_4_NonGen_Fr1000_words,Ufeat_system_4_NonGen_prop_sent,Ufeat_verb_metaphor_raw_count,Ufeat_proportion_verb_metaphor,Ufeat_log_1000_proportion_verb_metaphor,Ufeat_uv_ArgNar,Ufeat_uv_ArgNarGeneralPronouns,Ufeat_uv_General,Ufeat_uv_Pronouns,Ufeat_avgPosETSL,Ufeat_avgNegETSL,Ufeat_avgSaturationETSL,Ufeat_avgPosVADER,Ufeat_avgNegVADER,Ufeat_avgSaturationVADER,Ufeat_max_lsa5,Ufeat_VocabularyRichness3,Ufeat_COLPREP,Ufeat_DIS_COH,Ufeat_GRAMMATICALITY,Ufeat_GUMS101,Ufeat_GUMS102,Ufeat_GUMS103,Ufeat_GUMS104,Ufeat_GUMS105,Ufeat_GUMS106,Ufeat_GUMS107,Ufeat_GUMS108,Ufeat_GUMS109,Ufeat_GUMS201,Ufeat_GUMS202,Ufeat_GUMS203,Ufeat_GUMS204,Ufeat_GUMS205,Ufeat_GUMS206,Ufeat_GUMS207,Ufeat_GUMS208,Ufeat_GUMS209,Ufeat_GUMS210,Ufeat_GUMS301,Ufeat_GUMS302,Ufeat_GUMS303,Ufeat_GUMS304,Ufeat_GUMS305,Ufeat_GUMS306,Ufeat_GUMS307,Ufeat_GUMS308,Ufeat_GUMS309,Ufeat_GUMS310,Ufeat_GUMS311,Ufeat_GUMS312,Ufeat_GUMS401,Ufeat_GUMS402,Ufeat_GUMS403,Ufeat_GUMS404,Ufeat_GUMS405,Ufeat_GUMS406,Ufeat_GUMS501,Ufeat_GUMS502,Ufeat_GUMS503,Ufeat_GUMS504,Ufeat_GUMS505,Ufeat_GUMS506,Ufeat_LOGDTA,Ufeat_LOGDTU,Ufeat_SVF,Ufeat_WORDLN_2,Ufeat_k,Ufeat_m,Ufeat_m_minus_k,Ufeat_m_minus_k_over_n,Ufeat_sentences_between_m_and_k,Ufeat_paragraphs_between_m_and_k,Ufeat_TopicDev_largestElabTopic_4.5,Ufeat_TopicDev_largestElabTopic_4.5_logFr1000,Ufeat_Sources,Ufeat_Sources_norm,Ufeat_claims,Ufeat_claims_agnostic,Ufeat_claims_agnostic_norm,Ufeat_claims_boost,Ufeat_claims_boost_norm,Ufeat_claims_hedge,Ufeat_claims_hedge_norm,Ufeat_claims_norm,Ufeat_complex_clauses,Ufeat_complex_clauses_norm,Ufeat_contractions,Ufeat_contractions_norm,Ufeat_gum_errors,Ufeat_gum_errors_norm,Ufeat_pronouns,Ufeat_pronouns_norm,Ufeat_section_and_citation_headers,Ufeat_section_and_citation_headers_norm,Ufeat_sentence_count,Ufeat_sentence_count_norm,Ufeat_transition_terms,Ufeat_transition_terms_norm,Ufeat_typestokens,Ufeat_unnecessary_words,Ufeat_unnecessary_words_norm,Ufeat_verb_choice,Ufeat_verb_choice_norm,Ufeat_word_count,GenreAnnotation_External_Sources_Required,GenreAnnotation_Source_Use,GenreAnnotation_Genre_Classification_Bin,GenreAnnotation_Writing_Aim,GenreAnnotation_Annotator,GenreAnnotation_Version
WF0009_U1,WF0009,Criminology,No one helped me,Somewhat,0,1,I completed the assignment on a laptop or desktop computer.,6.793134492,0.840909091,24,0.16,5.081404365,2.965084839,0.996473621,3.23373476,0.86174804,0.091086221,0.121698609,0.212778549,0.013300879,-0.039431533,0.052732412,1,0.507244397,0.70563273,-0.969550637,2.794793168,22.43736984,3.428496762,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,10,0,5,0,14,0,1,0,0,0,0,3,161.2875097,0,0,26,0,1,0,7,79,0,0,2,4.861748513,2.48490665,4.763376684,4.843326886,15,1487,1472,0.829295775,71,12,26,1.19445571,4,0.002253521,76,52,0.029295775,13,0.007323944,11,0.006197183,0.042816901,34,0.01915493,1,0.00056338,11,0.006197183,30,0.016901408,6,0.003380282,94,0.052957746,60,0.033802817,0.272676056,1,0.00056338,5,0.002816901,1775,,Yes,2,Inform/Explore,Annotator2,Final
WF0010_U1,WF0010,Biology,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,5.656923047,0.384615385,5,0.151515152,5.027263945,2.952479043,0.45651457,2.066205705,0.482375984,0.085779598,0.048853342,0.13463294,0.009233449,-0.008797909,0.018031359,0.23326,0.477464411,0.592657404,-0.172915409,2.56292696,3.083330751,0.273748036,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,34.34019949,0,0,0,0,2,2,1,8,0,2,0,3.703064089,1.945910149,3.400792361,5.14084507,2,315,313,0.981191223,12,1,24,1.88215503,0,0,7,3,0.009404389,1,0.003134796,3,0.009404389,0.021943574,4,0.012539185,0,0,8,0.02507837,3,0.009404389,1,0.003134796,14,0.043887147,6,0.018808777,0.561128527,0,0,0,0,319,,Yes,2,Inform/Explore,Annotator2,Draft
WF0010_U2,WF0010,Biology,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,5.857913979,0.272727273,11,0.289473684,5.671512984,2.516238171,0.565590326,2.054913036,0.513371297,0.05855472,0.012900585,0.071314954,0.007807018,-0.003596491,0.011403509,0.42564,0.447972475,0.486282325,0.325285055,2.47230739,1.234933156,0.977449707,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.16802967,0,0,0,0,1,0,1,6,0,4,0,4.028916757,1.609437912,3.371847301,5.153024911,29,285,256,0.859060403,10,0,9,1.494173278,0,0,2,2,0.006711409,0,0,0,0,0.006711409,5,0.016778523,0,0,4,0.013422819,4,0.013422819,0,0,13,0.043624161,4,0.013422819,0.523489933,1,0.003355705,1,0.003355705,298,,No,2,Inform/Explore,Annotator2,Draft
WF0012_U1,WF0012,English,No one helped me,A lot,0,1,I completed the assignment on a laptop or desktop computer.,6.739148362,0.806722689,50,0.15625,5.057836896,2.741879807,0.622796568,2.881046455,0.587983053,0.158942844,0.033701434,0.192619394,0.022298258,-0.008594028,0.030892286,1,0.779224782,0.642800656,0.324104948,2.647220704,23.18490354,5.346471669,0,2,0,0,2,0,1,1,16,1,0,0,3,0,0,0,0,27,0,9,0,8,0,2,1,0,0,0,1,311.1765481,0,0,31,2,1,1,5,104,5,4,0,4.744207228,3.17805383,4.166037218,5.474981871,61,2538,2477,0.800840608,115,14,53,1.258528748,3,0.000969932,129,77,0.024894924,30,0.009699321,22,0.007112835,0.041707081,48,0.015518914,4,0.001293243,47,0.015195603,82,0.026511478,2,0.000646621,125,0.040413838,61,0.019721953,0.280957,2,0.000646621,3,0.000969932,3093,Yes,Yes,1,Persuade,Annotator1,Final
WF0012_U2,WF0012,English,No one helped me,A lot,0,1,I completed the assignment on a laptop or desktop computer.,6.730891858,0.821917808,33,0.153488372,5.040118832,2.975671334,0.812964876,2.875182548,1.036684038,0.116368528,0.032493087,0.148855852,0.017233429,-0.006585014,0.023818444,1,0.767301378,0.618322826,0.30360549,2.620021202,15.83102746,3.257446719,0,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,20,0,3,0,5,0,2,0,0,0,1,1,174.4148999,0,0,17,3,0,0,4,65,0,3,1,5.039899849,2.397895273,4.26374362,5.753972925,15,1715,1700,0.885878061,53,0,37,1.307086698,5,0.002605524,85,58,0.030224075,15,0.007816571,12,0.006253257,0.044293903,26,0.013548723,3,0.001563314,22,0.011464304,33,0.017196456,1,0.000521105,80,0.041688379,50,0.026055237,0.345492444,0,0,7,0.003647733,1919,Yes,Yes,1,Persuade,Annotator1,Final
WF0012_U3,WF0012,English,Someone else,A lot,1,1,I completed the assignment on a laptop or desktop computer.,6.809711579,0.880434783,44,0.1375,4.930870326,2.881686582,2.280620145,3.034385668,2.126735813,0.115380419,0.023343456,0.138723875,0.023977035,-0.005480167,0.029457203,1,0.640881374,0.610224866,0.365823217,2.545370642,15.60765555,6.798645444,0,0,1,0,1,0,0,0,11,6,0,0,5,0,0,0,1,29,0,8,0,7,0,4,1,0,0,1,6,209.2540517,0,0,21,2,2,0,4,85,1,0,2,5.447168313,2.302585093,4.153066574,5.156398104,14,2032,2018,0.781564679,79,10,42,1.23720331,6,0.00232378,12,5,0.001936483,2,0.000774593,5,0.001936483,0.00464756,9,0.00348567,0,0,6,0.00232378,49,0.018977537,2,0.000774593,94,0.036405887,7,0.002711077,0.284275755,2,0.000774593,1,0.000387297,2582,Yes,Yes,2,Inform/Explore,Annotator1,Final
WF0015_U2,WF0015,English,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,5.652653001,0.3,1,0.041666667,3.753417975,1.811019259,0.718505519,1.758707444,0.513371297,0.084237614,0.019364954,0.103602568,0.009222222,-0.004444444,0.013666667,0.64823,0.321234659,0.383387352,0.447932636,2.342099457,1.385087051,0.260582702,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.90333028,0,0,0,0,0,0,2,5,0,3,0,3.601868077,1.791759469,4.061648786,5.154545455,8,240,232,0.902723735,9,2,9,1.55653714,0,0,10,9,0.035019455,0,0,1,0.003891051,0.038910506,2,0.007782101,1,0.003891051,3,0.011673152,5,0.019455253,1,0.003891051,12,0.046692607,4,0.015564202,0.498054475,0,0,1,0.003891051,257,,Yes,2,Inform/Explore,Annotator3,Final
WF0020_U1,WF0020,English,A tutor,A little,1,1,I completed the assignment on a laptop or desktop computer.,6.392470185,0.580645161,6,0.083333333,4.4347772,2.680103788,3.320566036,2.987810959,3.292113235,0.090276726,0.066165901,0.156442627,0.014126016,-0.007113821,0.021239837,0.88598,-0.055721102,0.543109466,-0.755340431,3.195252473,4.167353127,1.993190695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30.77356411,0,0,0,0,0,2,4,21,0,4,0,3.545091561,2.63905733,3.137470222,3.911340206,114,229,115,0.211009174,24,0,2,0.669291284,0,0,31,23,0.042201835,3,0.005504587,5,0.009174312,0.056880734,10,0.018348624,0,0,2,0.003669725,79,0.144954128,1,0.001834862,37,0.067889908,22,0.040366972,0.343119266,0,0,2,0.003669725,545,,No,3,Reflect,Annotator2,Final
WF0021_U1,WF0021,English,No one helped me,A lot,0,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.15700969,0.422222222,15,0.153061224,5.037350085,3.262292887,3.267385783,3.516908916,3.122907991,0.080859387,0.038794618,0.119654006,0.016988032,-0.00887633,0.025864362,0.98377,0.248714069,0.594189555,-0.845666225,2.571434882,7.010111667,3.450637217,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,55,2,6,0,5,1,3,0,0,0,0,2,65.5335701,0,0,6,2,0,0,3,31,1,4,6,4.301358732,2.302585093,3.699334396,4.552845528,54,725,671,0.810386473,42,4,12,1.190128614,0,0,25,22,0.026570048,2,0.002415459,1,0.001207729,0.030193237,9,0.010869565,0,0,71,0.085748792,71,0.085748792,0,0,48,0.057971014,17,0.020531401,0.390096618,4,0.004830918,6,0.007246377,828,,Yes,2,Inform/Explore,Annotator3,Final
WF0021_U2,WF0021,English,No one helped me,Somewhat,0,1,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.67284782,0.764705882,9,0.290322581,5.674431178,2.812639784,0.968602233,2.453503993,1.002572054,0.119597821,0.059355089,0.178917698,0.008362676,-0.023855634,0.03221831,0.41461,0.418576605,0.837451985,0.027049933,3.08984359,1.380199539,0.51457367,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,32.57762597,0,0,0,0,0,0,2,14,0,1,0,4.039536326,1.609437912,4.42329924,4.940140845,210,251,41,0.132686084,2,0,4,1.144418015,0,0,18,8,0.025889968,9,0.029126214,1,0.003236246,0.058252427,7,0.022653722,0,0,7,0.022653722,6,0.019417476,0,0,19,0.061488673,9,0.029126214,0.533980583,1,0.003236246,0,0,309,,Unsure,1,Persuade,Annotator3,Final
WF0021_U3,WF0021,English,No one helped me,A little,0,1,I completed the assignment on a laptop or desktop computer.,6.427248491,0.59375,17,0.191011236,5.257553891,3.163772288,0.976347984,3.296139597,1.016749451,0.124634986,0.043199477,0.167834463,0.020113086,-0.009410339,0.029523425,0.92821,0.428134588,0.63145144,0.189547296,2.881291308,3.068449693,1.685653308,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,76.7654241,0,0,0,0,0,4,6,22,0,0,0,3.858297606,2.564949357,4.017463486,4.782467532,1,542,541,0.814759036,38,7,16,1.399611178,0,0,34,22,0.03313253,3,0.004518072,9,0.013554217,0.051204819,15,0.022590361,0,0,13,0.019578313,13,0.019578313,0,0,39,0.05873494,12,0.018072289,0.417168675,1,0.001506024,0,0,664,,Yes,1,Persuade,Annotator3,Final
WF0023_U1,WF0023,English,No one helped me,Somewhat,1,1,I completed the assignment on a laptop or desktop computer.,6.708753441,0.8125,7,0.291666667,5.679034305,1.887227558,1.030562953,2.095412462,0.91546542,0.078238719,0.061426492,0.139665211,0.023034934,-0.014737991,0.037772926,0.78567,0.17993539,0.519705445,-0.145388958,2.840546771,1.269026004,0.403829659,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39.89404777,0,0,0,0,0,1,0,15,0,0,0,4.709530201,0.693147181,2.930517018,4.400900901,42,84,42,0.169354839,2,0,5,1.325542146,0,0,12,7,0.028225806,1,0.004032258,4,0.016129032,0.048387097,4,0.016129032,0,0,6,0.024193548,23,0.092741935,0,0,16,0.064516129,7,0.028225806,0.443548387,0,0,1,0.004032258,248,,Yes,2,Inform/Explore,Annotator3,Final
WF0023_U2,WF0023,English,No one helped me,A lot,0,0,"I handwrote the assignment first, then I typed it onto an electronic device (such as computer, tablet, or phone).",6.536823341,0.71875,10,0.135135135,4.913648033,3.272938423,1.028581558,3.098376575,1.060653623,0.129446826,0.064420723,0.193867549,0.02082495,-0.018863179,0.039688129,0.88932,0.227563438,0.624168367,-0.198487161,3.186715096,3.319746274,1.199173508,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,72.09219134,0,0,0,0,0,2,3,24,3,0,0,3.997180814,2.197224577,3.472344183,4.555102041,20,275,255,0.463636364,34,4,4,0.917648707,0,0,36,19,0.034545455,8,0.014545455,9,0.016363636,0.065454545,6,0.010909091,4,0.007272727,6,0.010909091,52,0.094545455,0,0,36,0.065454545,15,0.027272727,0.350909091,0,0,1,0.001818182,550,,Yes,1,Persuade,Annotator3,Final
